id,type,direction,angle,location,category,rating
3,1,1,-1,3,confidence,5
3,1,1,-1,3,social,6
3,1,1,-1,4,easiness,5
3,1,1,-1,4,comfort,5
3,1,1,-1,4,confidence,5
3,1,1,-1,4,social,6
3,1,1,-1,5,easiness,3
3,1,1,-1,5,comfort,3
3,1,1,-1,5,confidence,3
3,1,1,-1,5,social,3
3,1,1,-1,6,easiness,3
3,1,1,-1,6,comfort,4
3,1,1,-1,6,confidence,3
3,1,1,-1,6,social,3
3,1,1,-1,7,easiness,3
3,1,1,-1,7,comfort,3
3,1,1,-1,7,confidence,3
3,1,1,-1,7,social,3
3,1,1,-1,8,easiness,3
3,1,1,-1,8,comfort,3
3,1,1,-1,8,confidence,3
3,1,1,-1,8,social,3
6,1,0,-1,1,easiness,4
6,1,0,-1,1,comfort,5
6,1,0,-1,1,confidence,3
6,1,0,-1,1,social,6
6,1,0,-1,2,easiness,3
6,1,0,-1,2,comfort,3
6,1,0,-1,2,confidence,4
6,1,0,-1,2,social,5
6,1,0,-1,3,easiness,4
6,1,0,-1,3,comfort,5
6,1,0,-1,3,confidence,5
6,1,0,-1,3,social,6
6,1,0,-1,4,easiness,5
6,1,0,-1,4,comfort,6
6,1,0,-1,4,confidence,6
6,1,0,-1,4,social,6
6,1,0,-1,5,easiness,7
6,1,0,-1,5,comfort,6
6,1,0,-1,5,confidence,7
6,1,0,-1,5,social,7
6,1,0,-1,6,easiness,6
6,1,0,-1,6,comfort,6
6,1,0,-1,6,confidence,7
6,1,0,-1,6,social,7
6,1,0,-1,7,easiness,5
6,1,0,-1,7,comfort,4
6,1,0,-1,7,confidence,5
6,1,0,-1,7,social,6
6,1,0,-1,8,easiness,4
6,1,0,-1,8,comfort,4
6,1,0,-1,8,confidence,5
6,1,0,-1,8,social,6
6,1,1,-1,1,easiness,3
6,1,1,-1,1,comfort,3
6,1,1,-1,1,confidence,4
6,1,1,-1,1,social,4
6,1,1,-1,2,easiness,3
6,1,1,-1,2,comfort,3
6,1,1,-1,2,confidence,4
6,1,1,-1,2,social,4
6,1,1,-1,3,easiness,3
6,1,1,-1,3,comfort,3
6,1,1,-1,3,confidence,3
6,1,1,-1,3,social,4
6,1,1,-1,4,easiness,3
6,1,1,-1,4,comfort,3
6,1,1,-1,4,confidence,4
6,1,1,-1,4,social,4
6,1,1,-1,5,easiness,2
6,1,1,-1,5,comfort,2
6,1,1,-1,5,confidence,2
6,1,1,-1,5,social,1
6,1,1,-1,6,easiness,2
6,1,1,-1,6,comfort,2
6,1,1,-1,6,confidence,1
6,1,1,-1,6,social,1
6,1,1,-1,7,easiness,2
6,1,1,-1,7,comfort,2
6,1,1,-1,7,confidence,1
6,1,1,-1,7,social,1
6,1,1,-1,8,easiness,1
6,1,1,-1,8,comfort,1
6,1,1,-1,8,confidence,1
6,1,1,-1,8,social,1
12,1,0,-1,1,easiness,4
12,1,0,-1,1,comfort,3
12,1,0,-1,1,confidence,7
12,1,0,-1,1,social,3
12,1,0,-1,2,easiness,4
12,1,0,-1,2,comfort,3
12,1,0,-1,2,confidence,7
12,1,0,-1,2,social,3
12,1,0,-1,3,easiness,5
12,1,0,-1,3,comfort,4
12,1,0,-1,3,confidence,7
12,1,0,-1,3,social,4
12,1,0,-1,4,easiness,5
12,1,0,-1,4,comfort,4
12,1,0,-1,4,confidence,7
12,1,0,-1,4,social,4
12,1,0,-1,5,easiness,7
12,1,0,-1,5,comfort,7
12,1,0,-1,5,confidence,7
12,1,0,-1,5,social,7
12,1,0,-1,6,easiness,7
12,1,0,-1,6,comfort,7
12,1,0,-1,6,confidence,7
12,1,0,-1,6,social,7
12,1,0,-1,7,easiness,7
12,1,0,-1,7,comfort,7
12,1,0,-1,7,confidence,7
12,1,0,-1,7,social,7
12,1,0,-1,8,easiness,7
12,1,0,-1,8,comfort,7
12,1,0,-1,8,confidence,7
12,1,0,-1,8,social,7
12,1,1,-1,1,easiness,5
12,1,1,-1,1,comfort,4
12,1,1,-1,1,confidence,7
12,1,1,-1,1,social,5
12,1,1,-1,2,easiness,5
12,1,1,-1,2,comfort,4
12,1,1,-1,2,confidence,7
12,1,1,-1,2,social,5
12,1,1,-1,3,easiness,5
12,1,1,-1,3,comfort,4
12,1,1,-1,3,confidence,7
