id,type,direction,angle,location,block,trial,errors,time,correct
10,2,0,1,3,2,0,0,1148,true
10,2,0,1,3,2,1,0,1495,true
10,2,0,0,3,2,0,1,1094,true
10,2,0,0,3,2,1,0,912,true
10,2,0,0,4,2,0,0,1064,true
10,2,0,0,4,2,1,2,1387,false
10,2,0,1,4,2,0,2,1617,false
10,2,0,1,4,2,1,2,1762,false
10,2,0,1,5,2,0,0,949,true
10,2,0,1,5,2,1,0,1366,true
10,2,0,0,5,2,0,0,779,true
10,2,0,0,5,2,1,0,1090,true
10,2,0,1,6,2,0,0,1205,true
10,2,0,1,6,2,1,1,1567,true
10,2,0,0,6,2,0,0,1169,true
10,2,0,0,6,2,1,0,1235,true
10,2,0,1,5,3,0,0,1236,true
10,2,0,1,5,3,1,0,1708,true
10,2,0,0,5,3,0,0,976,true
10,2,0,0,5,3,1,0,1140,true
10,2,0,1,4,3,0,1,1414,true
10,2,0,1,4,3,1,1,1517,true
10,2,0,0,4,3,0,0,1412,true
10,2,0,0,4,3,1,0,1216,true
10,2,0,0,6,3,0,0,1072,true
10,2,0,0,6,3,1,1,1095,true
10,2,0,1,6,3,0,0,1781,true
10,2,0,1,6,3,1,0,1532,true
10,2,0,0,3,3,0,0,739,true
10,2,0,0,3,3,1,2,1210,false
10,2,0,1,3,3,0,2,2528,false
10,2,0,1,3,3,1,0,2153,true
10,1,1,-1,1,1,0,0,2046,true
10,1,1,-1,1,1,1,1,1726,true
10,1,0,-1,1,1,0,0,2284,true
10,1,0,-1,1,1,1,0,1488,true
10,1,1,-1,8,1,0,0,1639,true
10,1,1,-1,8,1,1,0,1309,true
10,1,0,-1,8,1,0,0,1174,true
10,1,0,-1,8,1,1,0,943,true
10,1,0,-1,4,1,0,0,2942,true
10,1,0,-1,4,1,1,0,2143,true
10,1,1,-1,4,1,0,0,1120,true
10,1,1,-1,4,1,1,0,1122,true
10,1,1,-1,6,1,0,0,1261,true
10,1,1,-1,6,1,1,0,1776,true
10,1,0,-1,6,1,0,0,901,true
10,1,0,-1,6,1,1,0,1288,true
10,1,0,-1,2,1,0,0,1488,true
10,1,0,-1,2,1,1,0,1822,true
10,1,1,-1,2,1,0,0,3268,true
10,1,1,-1,2,1,1,0,1666,true
10,1,1,-1,3,1,0,0,1046,true
10,1,1,-1,3,1,1,0,1263,true
10,1,0,-1,3,1,0,0,1047,true
10,1,0,-1,3,1,1,0,1205,true
10,1,0,-1,5,1,0,0,962,true
10,1,0,-1,5,1,1,0,1045,true
10,1,1,-1,5,1,0,0,1204,true
10,1,1,-1,5,1,1,0,1631,true
10,1,0,-1,7,1,0,0,1050,true
10,1,0,-1,7,1,1,0,1352,true
10,1,1,-1,7,1,0,0,1496,true
10,1,1,-1,7,1,1,0,1706,true
10,1,1,-1,3,2,0,0,1924,true
10,1,1,-1,3,2,1,0,1488,true
10,1,0,-1,3,2,0,1,2113,true
10,1,0,-1,3,2,1,0,2164,true
10,1,1,-1,4,2,0,0,1509,true
10,1,1,-1,4,2,1,0,1615,true
10,1,0,-1,4,2,0,2,1507,false
10,1,0,-1,4,2,1,0,2588,true
10,1,1,-1,6,2,0,0,1410,true
10,1,1,-1,6,2,1,0,1320,true
10,1,0,-1,6,2,0,0,911,true
10,1,0,-1,6,2,1,0,1060,true
10,1,0,-1,8,2,0,0,910,true
10,1,0,-1,8,2,1,0,1093,true
10,1,1,-1,8,2,0,0,1369,true
10,1,1,-1,8,2,1,0,1582,true
10,1,1,-1,2,2,0,2,1763,false
10,1,1,-1,2,2,1,0,2445,true
10,1,0,-1,2,2,0,0,1360,true
10,1,0,-1,2,2,1,0,1602,true
10,1,0,-1,7,2,0,0,1270,true
10,1,0,-1,7,2,1,0,1039,true
10,1,1,-1,7,2,0,1,1614,true
10,1,1,-1,7,2,1,0,1871,true
10,1,0,-1,5,2,0,0,962,true
10,1,0,-1,5,2,1,0,1140,true
10,1,1,-1,5,2,0,0,1326,true
10,1,1,-1,5,2,1,0,1978,true
10,1,0,-1,1,2,0,0,1428,true
10,1,0,-1,1,2,1,0,1796,true
10,1,1,-1,1,2,0,1,1627,true
10,1,1,-1,1,2,1,0,1240,true
10,1,0,-1,7,3,0,0,1339,true
10,1,0,-1,7,3,1,0,1177,true
10,1,1,-1,7,3,0,0,1243,true
10,1,1,-1,7,3,1,0,2406,true
10,1,0,-1,3,3,0,0,1654,true
10,1,0,-1,3,3,1,0,1460,true
10,1,1,-1,3,3,0,0,1156,true
10,1,1,-1,3,3,1,0,1539,true
10,1,1,-1,6,3,0,0,2032,true
10,1,1,-1,6,3,1,0,1157,true
10,1,0,-1,6,3,0,0,778,true
10,1,0,-1,6,3,1,0,1305,true
10,1,0,-1,2,3,0,0,1084,true
10,1,0,-1,2,3,1,0,1607,true
10,1,1,-1,2,3,0,0,1073,true
10,1,1,-1,2,3,1,0,1948,true
10,1,0,-1,4,3,0,2,2134,false
10,1,0,-1,4,3,1,0,1804,true
10,1,1,-1,4,3,0,0,1222,true
10,1,1,-1,4,3,1,0,1109,true
10,1,1,-1,5,3,0,0,1480,true
10,1,1,-1,5,3,1,0,1921,true
10,1,0,-1,5,3,0,0,2289,true
10,1,0,-1,5,3,1,0,1800,true
10,1,0,-1,1,3,0,0,1544,true
10,1,0,-1,1,3,1,0,1608,true
10,1,1,-1,1,3,0,0,1204,true
10,1,1,-1,1,3,1,1,1441,true
10,1,1,-1,8,3,0,0,1528,true
10,1,1,-1,8,3,1,0,1366,true
10,1,0,-1,8,3,0,0,1022,true
10,1,0,-1,8,3,1,0,1398,true
10,0,0,2,0,1,0,0,875,true
10,0,0,2,0,1,1,0,905,true
10,0,1,0,0,1,0,1,830,true
10,0,1,0,0,1,1,0,2888,true
10,0,1,2,0,1,0,1,847,true
10,0,1,2,0,1,1,0,1010,true
10,0,0,0,0,1,0,1,806,true
10,0,0,0,0,1,1,0,1103,true
10,0,0,1,0,1,0,0,705,true
10,0,0,1,0,1,1,0,1317,true
10,0,1,1,0,1,0,0,2530,true
10,0,1,1,0,1,1,0,1416,true
10,0,1,1,0,2,0,1,1062,true
10,0,1,1,0,2,1,0,1476,true
10,0,0,0,0,2,0,0,1907,true
10,0,0,0,0,2,1,0,662,true
10,0,0,2,0,2,0,0,1176,true
10,0,0,2,0,2,1,0,1079,true
10,0,0,1,0,2,0,0,782,true
10,0,0,1,0,2,1,0,820,true
10,0,1,2,0,2,0,0,1425,true
10,0,1,2,0,2,1,0,1175,true
10,0,1,0,0,2,0,1,979,true
10,0,1,0,0,2,1,0,944,true
10,0,1,0,0,3,0,0,612,true
10,0,1,0,0,3,1,0,779,true
10,0,0,0,0,3,0,0,704,true
10,0,0,0,0,3,1,0,773,true
10,0,0,2,0,3,0,0,841,true
10,0,0,2,0,3,1,1,1025,true
10,0,1,1,0,3,0,0,1080,true
10,0,1,1,0,3,1,0,839,true
10,0,0,1,0,3,0,2,1642,false
10,0,0,1,0,3,1,1,1269,true
10,0,1,2,0,3,0,0,1817,true
10,0,1,2,0,3,1,0,1026,true
11,1,1,-1,6,1,0,0,1945,true
11,1,1,-1,6,1,1,0,671,true
11,1,0,-1,6,1,0,0,960,true
11,1,0,-1,6,1,1,0,738,true
11,1,1,-1,4,1,0,0,3153,true
11,1,1,-1,4,1,1,0,2373,true
11,1,0,-1,4,1,0,0,640,true
11,1,0,-1,4,1,1,0,644,true
11,1,0,-1,3,1,0,0,1578,true
11,1,0,-1,3,1,1,0,1273,true
11,1,1,-1,3,1,0,0,1667,true
11,1,1,-1,3,1,1,0,1838,true
11,1,0,-1,2,1,0,0,588,true
11,1,0,-1,2,1,1,0,1071,true
11,1,1,-1,2,1,0,0,1960,true
11,1,1,-1,2,1,1,0,2150,true
11,1,1,-1,1,1,0,0,2438,true
11,1,1,-1,1,1,1,0,2922,true
11,1,0,-1,1,1,0,0,544,true
11,1,0,-1,1,1,1,0,585,true
11,1,0,-1,8,1,0,0,1538,true
11,1,0,-1,8,1,1,0,1559,true
11,1,1,-1,8,1,0,0,2133,true
11,1,1,-1,8,1,1,0,2587,true
11,1,1,-1,5,1,0,0,1078,true
11,1,1,-1,5,1,1,0,1003,true
11,1,0,-1,5,1,0,0,932,true
11,1,0,-1,5,1,1,0,864,true
11,1,0,-1,7,1,0,0,1505,true
11,1,0,-1,7,1,1,0,1309,true
11,1,1,-1,7,1,0,0,2371,true
11,1,1,-1,7,1,1,0,2023,true
11,1,0,-1,4,2,0,0,742,true
11,1,0,-1,4,2,1,0,814,true
11,1,1,-1,4,2,0,0,1697,true
11,1,1,-1,4,2,1,0,1727,true
11,1,0,-1,3,2,0,0,553,true
11,1,0,-1,3,2,1,0,521,true
11,1,1,-1,3,2,0,0,1783,true
11,1,1,-1,3,2,1,1,1939,true
11,1,0,-1,8,2,0,0,1414,true
11,1,0,-1,8,2,1,0,1513,true
11,1,1,-1,8,2,0,0,2077,true
11,1,1,-1,8,2,1,0,1646,true
11,1,1,-1,7,2,0,0,2075,true
11,1,1,-1,7,2,1,1,1791,true
11,1,0,-1,7,2,0,0,1293,true
11,1,0,-1,7,2,1,0,1230,true
11,1,0,-1,2,2,0,0,428,true
11,1,0,-1,2,2,1,0,627,true
11,1,1,-1,2,2,0,0,1423,true
11,1,1,-1,2,2,1,0,1755,true
11,1,0,-1,5,2,0,0,549,true
11,1,0,-1,5,2,1,0,828,true
11,1,1,-1,5,2,0,0,4659,true
11,1,1,-1,5,2,1,0,1862,true
11,1,1,-1,6,2,0,0,1249,true
11,1,1,-1,6,2,1,0,1121,true
11,1,0,-1,6,2,0,0,1096,true
11,1,0,-1,6,2,1,0,1065,true
11,1,1,-1,1,2,0,0,1934,true
11,1,1,-1,1,2,1,0,2031,true
11,1,0,-1,1,2,0,0,622,true
11,1,0,-1,1,2,1,0,990,true
11,1,1,-1,1,3,0,0,1410,true
11,1,1,-1,1,3,1,0,1596,true
11,1,0,-1,1,3,0,0,474,true
11,1,0,-1,1,3,1,0,484,true
11,1,1,-1,3,3,0,2,1597,false
11,1,1,-1,3,3,1,0,2153,true
11,1,0,-1,3,3,0,0,512,true
11,1,0,-1,3,3,1,0,640,true
11,1,0,-1,7,3,0,0,805,true
11,1,0,-1,7,3,1,0,809,true
11,1,1,-1,7,3,0,1,1586,true
11,1,1,-1,7,3,1,0,1912,true
11,1,0,-1,8,3,0,0,1948,true
11,1,0,-1,8,3,1,0,1568,true
11,1,1,-1,8,3,0,0,4339,true
11,1,1,-1,8,3,1,0,1918,true
11,1,0,-1,5,3,0,0,898,true
11,1,0,-1,5,3,1,0,814,true
11,1,1,-1,5,3,0,0,1193,true
11,1,1,-1,5,3,1,1,1206,true
11,1,1,-1,6,3,0,0,1287,true
11,1,1,-1,6,3,1,0,1242,true
11,1,0,-1,6,3,0,0,909,true
11,1,0,-1,6,3,1,0,960,true
11,1,0,-1,4,3,0,0,612,true
11,1,0,-1,4,3,1,0,697,true
11,1,1,-1,4,3,0,0,1726,true
11,1,1,-1,4,3,1,0,1664,true
11,1,0,-1,2,3,0,0,743,true
11,1,0,-1,2,3,1,0,696,true
11,1,1,-1,2,3,0,0,1324,true
11,1,1,-1,2,3,1,0,2076,true
11,2,0,0,4,1,0,0,650,true
11,2,0,0,4,1,1,0,739,true
11,2,0,1,4,1,0,1,701,true
11,2,0,1,4,1,1,0,773,true
11,2,0,1,3,1,0,1,935,true
11,2,0,1,3,1,1,0,880,true
11,2,0,0,3,1,0,0,805,true
11,2,0,0,3,1,1,0,843,true
11,2,0,0,5,1,0,0,841,true
11,2,0,0,5,1,1,0,905,true
11,2,0,1,5,1,0,0,1318,true
11,2,0,1,5,1,1,0,1101,true
11,2,0,1,6,1,0,0,1143,true
11,2,0,1,6,1,1,0,818,true
11,2,0,0,6,1,0,0,832,true
11,2,0,0,6,1,1,1,858,true
11,2,0,0,6,2,0,1,710,true
11,2,0,0,6,2,1,0,979,true
11,2,0,1,6,2,0,0,784,true
11,2,0,1,6,2,1,0,738,true
11,2,0,0,5,2,0,0,1057,true
11,2,0,0,5,2,1,1,809,true
11,2,0,1,5,2,0,0,1071,true
11,2,0,1,5,2,1,0,851,true
11,2,0,1,4,2,0,0,1088,true
11,2,0,1,4,2,1,0,872,true
11,2,0,0,4,2,0,0,945,true
11,2,0,0,4,2,1,1,674,true
11,2,0,0,3,2,0,0,938,true
11,2,0,0,3,2,1,0,852,true
11,2,0,1,3,2,0,1,850,true
11,2,0,1,3,2,1,0,1026,true
11,2,0,1,6,3,0,0,932,true
11,2,0,1,6,3,1,0,900,true
11,2,0,0,6,3,0,0,854,true
11,2,0,0,6,3,1,1,715,true
11,2,0,1,5,3,0,0,1208,true
11,2,0,1,5,3,1,0,923,true
11,2,0,0,5,3,0,0,976,true
11,2,0,0,5,3,1,0,1774,true
11,2,0,0,3,3,0,0,1776,true
11,2,0,0,3,3,1,0,1401,true
11,2,0,1,3,3,0,0,1156,true
11,2,0,1,3,3,1,2,841,false
11,2,0,1,4,3,0,0,1172,true
11,2,0,1,4,3,1,0,957,true
11,2,0,0,4,3,0,0,1159,true
11,2,0,0,4,3,1,0,1100,true
11,0,0,2,0,1,0,0,861,true
11,0,0,2,0,1,1,0,596,true
11,0,1,0,0,1,0,0,2357,true
11,0,1,0,0,1,1,0,1172,true
11,0,0,0,0,1,0,1,841,true
11,0,0,0,0,1,1,0,1005,true
11,0,1,1,0,1,0,2,1772,false
11,0,1,1,0,1,1,0,1546,true
11,0,1,2,0,1,0,0,1205,true
11,0,1,2,0,1,1,1,1441,true
11,0,0,1,0,1,0,0,677,true
11,0,0,1,0,1,1,1,941,true
11,0,1,2,0,2,0,0,1258,true
11,0,1,2,0,2,1,0,1220,true
11,0,0,2,0,2,0,0,748,true
11,0,0,2,0,2,1,0,606,true
11,0,0,0,0,2,0,2,686,false
11,0,0,0,0,2,1,0,738,true
11,0,1,0,0,2,0,0,1009,true
11,0,1,0,0,2,1,0,885,true
11,0,1,1,0,2,0,0,1363,true
11,0,1,1,0,2,1,0,1337,true
11,0,0,1,0,2,0,0,832,true
11,0,0,1,0,2,1,0,776,true
11,0,1,2,0,3,0,0,1289,true
11,0,1,2,0,3,1,0,1313,true
11,0,1,1,0,3,0,0,1445,true
11,0,1,1,0,3,1,0,1280,true
11,0,0,1,0,3,0,0,703,true
11,0,0,1,0,3,1,0,834,true
11,0,1,0,0,3,0,0,1155,true
11,0,1,0,0,3,1,0,1131,true
11,0,0,2,0,3,0,0,716,true
11,0,0,2,0,3,1,0,777,true
11,0,0,0,0,3,0,0,710,true
11,0,0,0,0,3,1,1,799,true
12,1,1,-1,1,1,0,0,1666,true
12,1,1,-1,1,1,1,0,1765,true
12,1,0,-1,1,1,0,0,1688,true
12,1,0,-1,1,1,1,0,1682,true
12,1,1,-1,5,1,0,0,1300,true
12,1,1,-1,5,1,1,0,1244,true
12,1,0,-1,5,1,0,0,1092,true
12,1,0,-1,5,1,1,0,1216,true
12,1,1,-1,7,1,0,0,1446,true
12,1,1,-1,7,1,1,0,1033,true
12,1,0,-1,7,1,0,0,1414,true
12,1,0,-1,7,1,1,0,1663,true
12,1,1,-1,4,1,0,0,1145,true
12,1,1,-1,4,1,1,0,1145,true
12,1,0,-1,4,1,0,1,1192,true
12,1,0,-1,4,1,1,0,1105,true
12,1,1,-1,6,1,0,0,1389,true
12,1,1,-1,6,1,1,0,1287,true
12,1,0,-1,6,1,0,0,1327,true
12,1,0,-1,6,1,1,0,1089,true
12,1,0,-1,2,1,0,1,1494,true
12,1,0,-1,2,1,1,0,1706,true
12,1,1,-1,2,1,0,0,1560,true
12,1,1,-1,2,1,1,0,1303,true
12,1,0,-1,8,1,0,0,1333,true
12,1,0,-1,8,1,1,0,1099,true
12,1,1,-1,8,1,0,0,1356,true
12,1,1,-1,8,1,1,0,1134,true
12,1,1,-1,3,1,0,0,926,true
12,1,1,-1,3,1,1,0,1009,true
12,1,0,-1,3,1,0,1,1050,true
12,1,0,-1,3,1,1,0,1918,true
12,1,0,-1,5,2,0,0,1264,true
12,1,0,-1,5,2,1,0,854,true
12,1,1,-1,5,2,0,0,1682,true
12,1,1,-1,5,2,1,0,1355,true
12,1,1,-1,1,2,0,0,1273,true
12,1,1,-1,1,2,1,0,1306,true
12,1,0,-1,1,2,0,0,1016,true
12,1,0,-1,1,2,1,0,1268,true
12,1,0,-1,4,2,0,2,1191,false
12,1,0,-1,4,2,1,0,1166,true
12,1,1,-1,4,2,0,0,1244,true
12,1,1,-1,4,2,1,0,1037,true
12,1,1,-1,6,2,0,0,1273,true
12,1,1,-1,6,2,1,0,1145,true
12,1,0,-1,6,2,0,0,1053,true
12,1,0,-1,6,2,1,0,903,true
12,1,1,-1,3,2,0,0,1080,true
12,1,1,-1,3,2,1,0,1134,true
12,1,0,-1,3,2,0,1,1079,true
12,1,0,-1,3,2,1,0,1517,true
12,1,0,-1,2,2,0,0,1017,true
12,1,0,-1,2,2,1,0,1602,true
12,1,1,-1,2,2,0,0,1398,true
12,1,1,-1,2,2,1,0,1244,true
12,1,0,-1,7,2,0,0,1431,true
12,1,0,-1,7,2,1,0,1214,true
12,1,1,-1,7,2,0,0,922,true
12,1,1,-1,7,2,1,0,1042,true
12,1,0,-1,8,2,0,0,1014,true
12,1,0,-1,8,2,1,0,998,true
12,1,1,-1,8,2,0,0,1311,true
12,1,1,-1,8,2,1,0,1216,true
12,1,1,-1,7,3,0,0,1266,true
12,1,1,-1,7,3,1,0,1224,true
12,1,0,-1,7,3,0,0,1083,true
12,1,0,-1,7,3,1,0,1134,true
12,1,0,-1,3,3,0,1,1116,true
12,1,0,-1,3,3,1,0,954,true
12,1,1,-1,3,3,0,0,1158,true
12,1,1,-1,3,3,1,0,1750,true
12,1,1,-1,2,3,0,0,1085,true
12,1,1,-1,2,3,1,0,1315,true
12,1,0,-1,2,3,0,2,1018,false
12,1,0,-1,2,3,1,1,1068,true
12,1,0,-1,5,3,0,0,1083,true
12,1,0,-1,5,3,1,0,884,true
12,1,1,-1,5,3,0,0,1154,true
12,1,1,-1,5,3,1,0,937,true
12,1,1,-1,8,3,0,0,2273,true
12,1,1,-1,8,3,1,0,1173,true
12,1,0,-1,8,3,0,0,982,true
12,1,0,-1,8,3,1,0,938,true
12,1,1,-1,6,3,0,0,1428,true
12,1,1,-1,6,3,1,0,1749,true
12,1,0,-1,6,3,0,0,1247,true
12,1,0,-1,6,3,1,0,1195,true
12,1,1,-1,4,3,0,0,1388,true
12,1,1,-1,4,3,1,0,1240,true
12,1,0,-1,4,3,0,1,953,true
12,1,0,-1,4,3,1,0,1769,true
12,1,1,-1,1,3,0,0,1098,true
12,1,1,-1,1,3,1,0,1523,true
12,1,0,-1,1,3,0,1,1310,true
12,1,0,-1,1,3,1,0,1879,true
12,0,0,0,0,1,0,0,754,true
12,0,0,0,0,1,1,0,771,true
12,0,1,0,0,1,0,0,1086,true
12,0,1,0,0,1,1,0,905,true
12,0,1,1,0,1,0,0,972,true
12,0,1,1,0,1,1,2,882,false
12,0,1,2,0,1,0,0,1568,true
12,0,1,2,0,1,1,1,1683,true
12,0,0,2,0,1,0,0,1465,true
12,0,0,2,0,1,1,0,1145,true
12,0,0,1,0,1,0,0,951,true
12,0,0,1,0,1,1,1,1109,true
12,0,0,0,0,2,0,1,1215,true
